Country,Tax,Unit,Sum of Value,Year
AT,ENV,MIO_EUR,3974.84,1995
AT,ENV,MIO_EUR,4051.3,1996
AT,ENV,MIO_EUR,4419.03,1997
AT,ENV,MIO_EUR,4484.87,1998
AT,ENV,MIO_EUR,4710.28,1999
AT,ENV,MIO_EUR,5165.67,2000
AT,ENV,MIO_EUR,5694.63,2001
AT,ENV,MIO_EUR,5959.88,2002
AT,ENV,MIO_EUR,6249.5,2003
AT,ENV,MIO_EUR,6465.45,2004
AT,ENV,MIO_EUR,6565.66,2005
AT,ENV,MIO_EUR,6518.51,2006
AT,ENV,MIO_EUR,6736.7,2007
AT,ENV,MIO_EUR,6911.34,2008
AT,ENV,MIO_EUR,6785.07,2009
AT,ENV,MIO_EUR,6912.78,2010
AT,ENV,MIO_EUR,7509.33,2011
AT,ENV,MIO_EUR,7665.36,2012
AT,ENV,MIO_EUR,7725.21,2013
AT,ENV,MIO_EUR,7974.95,2014
AT,ENV,MIO_EUR,8203.7,2015
AT,ENV,MIO_EUR,8384.12,2016
AT,ENV,MIO_EUR,8844.75,2017
AT,ENV,MIO_EUR,8784.04,2018
AT,ENV,MIO_EUR,9058.65,2019
AT,ENV,MIO_EUR,7974.92,2020
AT,ENV,MIO_EUR,8774.99,2021
AT,ENV,MIO_EUR,8419.55,2022
AT,ENV,MIO_NAC,3807.9,1995
AT,ENV,MIO_NAC,3955.37,1996
AT,ENV,MIO_NAC,4439.5,1997
AT,ENV,MIO_NAC,4515.56,1998
AT,ENV,MIO_NAC,4710.28,1999
AT,ENV,MIO_NAC,5165.67,2000
AT,ENV,MIO_NAC,5694.63,2001
AT,ENV,MIO_NAC,5959.88,2002
AT,ENV,MIO_NAC,6249.5,2003
AT,ENV,MIO_NAC,6465.45,2004
AT,ENV,MIO_NAC,6565.66,2005
AT,ENV,MIO_NAC,6518.51,2006
AT,ENV,MIO_NAC,6736.7,2007
AT,ENV,MIO_NAC,6911.34,2008
AT,ENV,MIO_NAC,6785.07,2009
AT,ENV,MIO_NAC,6912.78,2010
AT,ENV,MIO_NAC,7509.33,2011
AT,ENV,MIO_NAC,7665.36,2012
AT,ENV,MIO_NAC,7725.21,2013
AT,ENV,MIO_NAC,7974.95,2014
AT,ENV,MIO_NAC,8203.7,2015
AT,ENV,MIO_NAC,8384.12,2016
AT,ENV,MIO_NAC,8844.75,2017
AT,ENV,MIO_NAC,8784.04,2018
AT,ENV,MIO_NAC,9058.65,2019
AT,ENV,MIO_NAC,7974.92,2020
AT,ENV,MIO_NAC,8774.99,2021
AT,ENV,MIO_NAC,8419.55,2022
AT,ENV,PC_GDP,2.16,1995
AT,ENV,PC_GDP,2.17,1996
AT,ENV,PC_GDP,2.35,1997
AT,ENV,PC_GDP,2.3,1998
AT,ENV,PC_GDP,2.31,1999
AT,ENV,PC_GDP,2.42,2000
AT,ENV,PC_GDP,2.58,2001
AT,ENV,PC_GDP,2.63,2002
AT,ENV,PC_GDP,2.7,2003
AT,ENV,PC_GDP,2.67,2004
AT,ENV,PC_GDP,2.58,2005
AT,ENV,PC_GDP,2.43,2006
AT,ENV,PC_GDP,2.37,2007
AT,ENV,PC_GDP,2.35,2008
AT,ENV,PC_GDP,2.36,2009
AT,ENV,PC_GDP,2.34,2010
AT,ENV,PC_GDP,2.42,2011
AT,ENV,PC_GDP,2.41,2012
AT,ENV,PC_GDP,2.38,2013
AT,ENV,PC_GDP,2.39,2014
AT,ENV,PC_GDP,2.38,2015
AT,ENV,PC_GDP,2.34,2016
AT,ENV,PC_GDP,2.39,2017
AT,ENV,PC_GDP,2.28,2018
AT,ENV,PC_GDP,2.28,2019
AT,ENV,PC_GDP,2.09,2020
AT,ENV,PC_GDP,2.17,2021
AT,ENV,PC_GDP,1.88,2022
AT,ENV,PC_TSCO,5.02,1995
AT,ENV,PC_TSCO,4.88,1996
AT,ENV,PC_TSCO,5.21,1997
AT,ENV,PC_TSCO,5.1,1998
AT,ENV,PC_TSCO,5.17,1999
AT,ENV,PC_TSCO,5.52,2000
AT,ENV,PC_TSCO,5.69,2001
AT,ENV,PC_TSCO,5.95,2002
AT,ENV,PC_TSCO,6.15,2003
AT,ENV,PC_TSCO,6.16,2004
AT,ENV,PC_TSCO,6.12,2005
AT,ENV,PC_TSCO,5.86,2006
AT,ENV,PC_TSCO,5.71,2007
AT,ENV,PC_TSCO,5.55,2008
AT,ENV,PC_TSCO,5.61,2009
AT,ENV,PC_TSCO,5.57,2010
AT,ENV,PC_TSCO,5.76,2011
AT,ENV,PC_TSCO,5.65,2012
AT,ENV,PC_TSCO,5.49,2013
AT,ENV,PC_TSCO,5.51,2014
AT,ENV,PC_TSCO,5.43,2015
AT,ENV,PC_TSCO,5.53,2016
AT,ENV,PC_TSCO,5.63,2017
AT,ENV,PC_TSCO,5.32,2018
AT,ENV,PC_TSCO,5.28,2019
AT,ENV,PC_TSCO,4.91,2020
AT,ENV,PC_TSCO,4.93,2021
AT,ENV,PC_TSCO,4.32,2022
AT,ENV,PC_TSCO_X_ISCO,5.18,1995
AT,ENV,PC_TSCO_X_ISCO,5.04,1996
AT,ENV,PC_TSCO_X_ISCO,5.38,1997
AT,ENV,PC_TSCO_X_ISCO,5.26,1998
AT,ENV,PC_TSCO_X_ISCO,5.33,1999
AT,ENV,PC_TSCO_X_ISCO,5.68,2000
AT,ENV,PC_TSCO_X_ISCO,5.86,2001
AT,ENV,PC_TSCO_X_ISCO,6.13,2002
AT,ENV,PC_TSCO_X_ISCO,6.33,2003
AT,ENV,PC_TSCO_X_ISCO,6.33,2004
AT,ENV,PC_TSCO_X_ISCO,6.27,2005
AT,ENV,PC_TSCO_X_ISCO,6,2006
AT,ENV,PC_TSCO_X_ISCO,5.83,2007
AT,ENV,PC_TSCO_X_ISCO,5.66,2008
AT,ENV,PC_TSCO_X_ISCO,5.73,2009
AT,ENV,PC_TSCO_X_ISCO,5.68,2010
AT,ENV,PC_TSCO_X_ISCO,5.87,2011
AT,ENV,PC_TSCO_X_ISCO,5.75,2012
AT,ENV,PC_TSCO_X_ISCO,5.58,2013
AT,ENV,PC_TSCO_X_ISCO,5.59,2014
AT,ENV,PC_TSCO_X_ISCO,5.51,2015
AT,ENV,PC_TSCO_X_ISCO,5.61,2016
AT,ENV,PC_TSCO_X_ISCO,5.71,2017
AT,ENV,PC_TSCO_X_ISCO,5.39,2018
AT,ENV,PC_TSCO_X_ISCO,5.35,2019
AT,ENV,PC_TSCO_X_ISCO,4.97,2020
AT,ENV,PC_TSCO_X_ISCO,4.99,2021
AT,ENV,PC_TSCO_X_ISCO,4.36,2022
AT,NRG,MIO_EUR,2587.66,1995
AT,NRG,MIO_EUR,2655.3,1996
AT,NRG,MIO_EUR,3045.28,1997
AT,NRG,MIO_EUR,2965.79,1998
AT,NRG,MIO_EUR,3099.88,1999
AT,NRG,MIO_EUR,3288.2,2000
AT,NRG,MIO_EUR,3634.93,2001
AT,NRG,MIO_EUR,3801.01,2002
AT,NRG,MIO_EUR,4009.3,2003
AT,NRG,MIO_EUR,4330.14,2004
AT,NRG,MIO_EUR,4350.28,2005
AT,NRG,MIO_EUR,4221.27,2006
AT,NRG,MIO_EUR,4453.19,2007
AT,NRG,MIO_EUR,4603.03,2008
AT,NRG,MIO_EUR,4460.89,2009
AT,NRG,MIO_EUR,4585.28,2010
AT,NRG,MIO_EUR,5007.55,2011
AT,NRG,MIO_EUR,5030.73,2012
AT,NRG,MIO_EUR,5093.46,2013
AT,NRG,MIO_EUR,5023.85,2014
AT,NRG,MIO_EUR,5216.4,2015
AT,NRG,MIO_EUR,5284.47,2016
AT,NRG,MIO_EUR,5539.73,2017
AT,NRG,MIO_EUR,5385.29,2018
AT,NRG,MIO_EUR,5556.19,2019
AT,NRG,MIO_EUR,4599.4,2020
AT,NRG,MIO_EUR,5310.58,2021
AT,NRG,MIO_EUR,4841.51,2022
AT,NRG,MIO_NAC,2478.98,1995
AT,NRG,MIO_NAC,2592.42,1996
AT,NRG,MIO_NAC,3059.38,1997
AT,NRG,MIO_NAC,2986.09,1998
AT,NRG,MIO_NAC,3099.88,1999
AT,NRG,MIO_NAC,3288.2,2000
AT,NRG,MIO_NAC,3634.93,2001
AT,NRG,MIO_NAC,3801.01,2002
AT,NRG,MIO_NAC,4009.3,2003
AT,NRG,MIO_NAC,4330.14,2004
AT,NRG,MIO_NAC,4350.28,2005
AT,NRG,MIO_NAC,4221.27,2006
AT,NRG,MIO_NAC,4453.19,2007
AT,NRG,MIO_NAC,4603.03,2008
AT,NRG,MIO_NAC,4460.89,2009
AT,NRG,MIO_NAC,4585.28,2010
AT,NRG,MIO_NAC,5007.55,2011
AT,NRG,MIO_NAC,5030.73,2012
AT,NRG,MIO_NAC,5093.46,2013
AT,NRG,MIO_NAC,5023.85,2014
AT,NRG,MIO_NAC,5216.4,2015
AT,NRG,MIO_NAC,5284.47,2016
AT,NRG,MIO_NAC,5539.73,2017
AT,NRG,MIO_NAC,5385.29,2018
AT,NRG,MIO_NAC,5556.19,2019
AT,NRG,MIO_NAC,4599.4,2020
AT,NRG,MIO_NAC,5310.58,2021
AT,NRG,MIO_NAC,4841.51,2022
AT,NRG,PC_GDP,1.4,1995
AT,NRG,PC_GDP,1.42,1996
AT,NRG,PC_GDP,1.62,1997
AT,NRG,PC_GDP,1.52,1998
AT,NRG,PC_GDP,1.52,1999
AT,NRG,PC_GDP,1.54,2000
AT,NRG,PC_GDP,1.65,2001
AT,NRG,PC_GDP,1.68,2002
AT,NRG,PC_GDP,1.73,2003
AT,NRG,PC_GDP,1.79,2004
AT,NRG,PC_GDP,1.71,2005
AT,NRG,PC_GDP,1.58,2006
AT,NRG,PC_GDP,1.57,2007
AT,NRG,PC_GDP,1.57,2008
AT,NRG,PC_GDP,1.55,2009
AT,NRG,PC_GDP,1.55,2010
AT,NRG,PC_GDP,1.61,2011
AT,NRG,PC_GDP,1.58,2012
AT,NRG,PC_GDP,1.57,2013
AT,NRG,PC_GDP,1.51,2014
AT,NRG,PC_GDP,1.52,2015
AT,NRG,PC_GDP,1.48,2016
AT,NRG,PC_GDP,1.5,2017
AT,NRG,PC_GDP,1.4,2018
AT,NRG,PC_GDP,1.4,2019
AT,NRG,PC_GDP,1.21,2020
AT,NRG,PC_GDP,1.31,2021
AT,NRG,PC_GDP,1.08,2022
AT,NRG,PC_TSCO,3.27,1995
AT,NRG,PC_TSCO,3.2,1996
AT,NRG,PC_TSCO,3.59,1997
AT,NRG,PC_TSCO,3.37,1998
AT,NRG,PC_TSCO,3.4,1999
AT,NRG,PC_TSCO,3.51,2000
AT,NRG,PC_TSCO,3.63,2001
AT,NRG,PC_TSCO,3.8,2002
AT,NRG,PC_TSCO,3.95,2003
AT,NRG,PC_TSCO,4.12,2004
AT,NRG,PC_TSCO,4.06,2005
AT,NRG,PC_TSCO,3.8,2006
AT,NRG,PC_TSCO,3.77,2007
AT,NRG,PC_TSCO,3.7,2008
AT,NRG,PC_TSCO,3.69,2009
AT,NRG,PC_TSCO,3.7,2010
AT,NRG,PC_TSCO,3.84,2011
AT,NRG,PC_TSCO,3.71,2012
AT,NRG,PC_TSCO,3.62,2013
AT,NRG,PC_TSCO,3.47,2014
AT,NRG,PC_TSCO,3.45,2015
AT,NRG,PC_TSCO,3.48,2016
AT,NRG,PC_TSCO,3.53,2017
AT,NRG,PC_TSCO,3.26,2018
AT,NRG,PC_TSCO,3.24,2019
AT,NRG,PC_TSCO,2.83,2020
AT,NRG,PC_TSCO,2.98,2021
AT,NRG,PC_TSCO,2.48,2022
AT,NRG,PC_TSCO_X_ISCO,3.37,1995
AT,NRG,PC_TSCO_X_ISCO,3.31,1996
AT,NRG,PC_TSCO_X_ISCO,3.71,1997
AT,NRG,PC_TSCO_X_ISCO,3.48,1998
AT,NRG,PC_TSCO_X_ISCO,3.51,1999
AT,NRG,PC_TSCO_X_ISCO,3.62,2000
AT,NRG,PC_TSCO_X_ISCO,3.74,2001
AT,NRG,PC_TSCO_X_ISCO,3.91,2002
AT,NRG,PC_TSCO_X_ISCO,4.06,2003
AT,NRG,PC_TSCO_X_ISCO,4.24,2004
AT,NRG,PC_TSCO_X_ISCO,4.15,2005
AT,NRG,PC_TSCO_X_ISCO,3.88,2006
AT,NRG,PC_TSCO_X_ISCO,3.85,2007
AT,NRG,PC_TSCO_X_ISCO,3.77,2008
AT,NRG,PC_TSCO_X_ISCO,3.76,2009
AT,NRG,PC_TSCO_X_ISCO,3.77,2010
AT,NRG,PC_TSCO_X_ISCO,3.92,2011
AT,NRG,PC_TSCO_X_ISCO,3.77,2012
AT,NRG,PC_TSCO_X_ISCO,3.68,2013
AT,NRG,PC_TSCO_X_ISCO,3.52,2014
AT,NRG,PC_TSCO_X_ISCO,3.51,2015
AT,NRG,PC_TSCO_X_ISCO,3.53,2016
AT,NRG,PC_TSCO_X_ISCO,3.58,2017
AT,NRG,PC_TSCO_X_ISCO,3.3,2018
AT,NRG,PC_TSCO_X_ISCO,3.28,2019
AT,NRG,PC_TSCO_X_ISCO,2.86,2020
AT,NRG,PC_TSCO_X_ISCO,3.02,2021
AT,NRG,PC_TSCO_X_ISCO,2.51,2022
AT,POL_RES,MIO_EUR,30.29,1995
AT,POL_RES,MIO_EUR,32.24,1996
AT,POL_RES,MIO_EUR,41.2,1997
AT,POL_RES,MIO_EUR,52.18,1998
AT,POL_RES,MIO_EUR,73.93,1999
AT,POL_RES,MIO_EUR,82.31,2000
AT,POL_RES,MIO_EUR,99.84,2001
AT,POL_RES,MIO_EUR,102.97,2002
AT,POL_RES,MIO_EUR,108.72,2003
AT,POL_RES,MIO_EUR,69.48,2004
AT,POL_RES,MIO_EUR,59.05,2005
AT,POL_RES,MIO_EUR,83.22,2006
AT,POL_RES,MIO_EUR,82.61,2007
AT,POL_RES,MIO_EUR,75.37,2008
AT,POL_RES,MIO_EUR,69.75,2009
AT,POL_RES,MIO_EUR,62.3,2010
AT,POL_RES,MIO_EUR,64.39,2011
AT,POL_RES,MIO_EUR,72.16,2012
AT,POL_RES,MIO_EUR,72.89,2013
AT,POL_RES,MIO_EUR,75.7,2014
AT,POL_RES,MIO_EUR,79.11,2015
AT,POL_RES,MIO_EUR,81.26,2016
AT,POL_RES,MIO_EUR,86.35,2017
AT,POL_RES,MIO_EUR,104.02,2018
AT,POL_RES,MIO_EUR,98.68,2019
AT,POL_RES,MIO_EUR,75.09,2020
AT,POL_RES,MIO_EUR,85.39,2021
AT,POL_RES,MIO_EUR,87.55,2022
AT,POL_RES,MIO_NAC,29.02,1995
AT,POL_RES,MIO_NAC,31.47,1996
AT,POL_RES,MIO_NAC,41.39,1997
AT,POL_RES,MIO_NAC,52.54,1998
AT,POL_RES,MIO_NAC,73.93,1999
AT,POL_RES,MIO_NAC,82.31,2000
AT,POL_RES,MIO_NAC,99.84,2001
AT,POL_RES,MIO_NAC,102.97,2002
AT,POL_RES,MIO_NAC,108.72,2003
AT,POL_RES,MIO_NAC,69.48,2004
AT,POL_RES,MIO_NAC,59.05,2005
AT,POL_RES,MIO_NAC,83.22,2006
AT,POL_RES,MIO_NAC,82.61,2007
AT,POL_RES,MIO_NAC,75.37,2008
AT,POL_RES,MIO_NAC,69.75,2009
AT,POL_RES,MIO_NAC,62.3,2010
AT,POL_RES,MIO_NAC,64.39,2011
AT,POL_RES,MIO_NAC,72.16,2012
AT,POL_RES,MIO_NAC,72.89,2013
AT,POL_RES,MIO_NAC,75.7,2014
AT,POL_RES,MIO_NAC,79.11,2015
AT,POL_RES,MIO_NAC,81.26,2016
AT,POL_RES,MIO_NAC,86.35,2017
AT,POL_RES,MIO_NAC,104.02,2018
AT,POL_RES,MIO_NAC,98.68,2019
AT,POL_RES,MIO_NAC,75.09,2020
AT,POL_RES,MIO_NAC,85.39,2021
AT,POL_RES,MIO_NAC,87.55,2022
AT,POL_RES,PC_GDP,0.02,1995
AT,POL_RES,PC_GDP,0.02,1996
AT,POL_RES,PC_GDP,0.02,1997
AT,POL_RES,PC_GDP,0.03,1998
AT,POL_RES,PC_GDP,0.04,1999
AT,POL_RES,PC_GDP,0.04,2000
AT,POL_RES,PC_GDP,0.05,2001
AT,POL_RES,PC_GDP,0.05,2002
AT,POL_RES,PC_GDP,0.05,2003
AT,POL_RES,PC_GDP,0.03,2004
AT,POL_RES,PC_GDP,0.02,2005
AT,POL_RES,PC_GDP,0.03,2006
AT,POL_RES,PC_GDP,0.03,2007
AT,POL_RES,PC_GDP,0.03,2008
AT,POL_RES,PC_GDP,0.02,2009
AT,POL_RES,PC_GDP,0.02,2010
AT,POL_RES,PC_GDP,0.02,2011
AT,POL_RES,PC_GDP,0.02,2012
AT,POL_RES,PC_GDP,0.02,2013
AT,POL_RES,PC_GDP,0.02,2014
AT,POL_RES,PC_GDP,0.02,2015
AT,POL_RES,PC_GDP,0.02,2016
AT,POL_RES,PC_GDP,0.02,2017
AT,POL_RES,PC_GDP,0.03,2018
AT,POL_RES,PC_GDP,0.02,2019
AT,POL_RES,PC_GDP,0.02,2020
AT,POL_RES,PC_GDP,0.02,2021
AT,POL_RES,PC_GDP,0.02,2022
AT,POL_RES,PC_TSCO,0.04,1995
AT,POL_RES,PC_TSCO,0.04,1996
AT,POL_RES,PC_TSCO,0.05,1997
AT,POL_RES,PC_TSCO,0.06,1998
AT,POL_RES,PC_TSCO,0.08,1999
AT,POL_RES,PC_TSCO,0.09,2000
AT,POL_RES,PC_TSCO,0.1,2001
AT,POL_RES,PC_TSCO,0.1,2002
AT,POL_RES,PC_TSCO,0.11,2003
AT,POL_RES,PC_TSCO,0.07,2004
AT,POL_RES,PC_TSCO,0.06,2005
AT,POL_RES,PC_TSCO,0.07,2006
AT,POL_RES,PC_TSCO,0.07,2007
AT,POL_RES,PC_TSCO,0.06,2008
AT,POL_RES,PC_TSCO,0.06,2009
AT,POL_RES,PC_TSCO,0.05,2010
AT,POL_RES,PC_TSCO,0.05,2011
AT,POL_RES,PC_TSCO,0.05,2012
AT,POL_RES,PC_TSCO,0.05,2013
AT,POL_RES,PC_TSCO,0.05,2014
AT,POL_RES,PC_TSCO,0.05,2015
AT,POL_RES,PC_TSCO,0.05,2016
AT,POL_RES,PC_TSCO,0.05,2017
AT,POL_RES,PC_TSCO,0.06,2018
AT,POL_RES,PC_TSCO,0.06,2019
AT,POL_RES,PC_TSCO,0.05,2020
AT,POL_RES,PC_TSCO,0.05,2021
AT,POL_RES,PC_TSCO,0.04,2022
AT,POL_RES,PC_TSCO_X_ISCO,0.04,1995
AT,POL_RES,PC_TSCO_X_ISCO,0.04,1996
AT,POL_RES,PC_TSCO_X_ISCO,0.05,1997
AT,POL_RES,PC_TSCO_X_ISCO,0.06,1998
AT,POL_RES,PC_TSCO_X_ISCO,0.08,1999
AT,POL_RES,PC_TSCO_X_ISCO,0.09,2000
AT,POL_RES,PC_TSCO_X_ISCO,0.1,2001
AT,POL_RES,PC_TSCO_X_ISCO,0.11,2002
AT,POL_RES,PC_TSCO_X_ISCO,0.11,2003
AT,POL_RES,PC_TSCO_X_ISCO,0.07,2004
AT,POL_RES,PC_TSCO_X_ISCO,0.06,2005
AT,POL_RES,PC_TSCO_X_ISCO,0.08,2006
AT,POL_RES,PC_TSCO_X_ISCO,0.07,2007
AT,POL_RES,PC_TSCO_X_ISCO,0.06,2008
AT,POL_RES,PC_TSCO_X_ISCO,0.06,2009
AT,POL_RES,PC_TSCO_X_ISCO,0.05,2010
AT,POL_RES,PC_TSCO_X_ISCO,0.05,2011
AT,POL_RES,PC_TSCO_X_ISCO,0.05,2012
AT,POL_RES,PC_TSCO_X_ISCO,0.05,2013
AT,POL_RES,PC_TSCO_X_ISCO,0.05,2014
AT,POL_RES,PC_TSCO_X_ISCO,0.05,2015
AT,POL_RES,PC_TSCO_X_ISCO,0.05,2016
AT,POL_RES,PC_TSCO_X_ISCO,0.06,2017
AT,POL_RES,PC_TSCO_X_ISCO,0.06,2018
AT,POL_RES,PC_TSCO_X_ISCO,0.06,2019
AT,POL_RES,PC_TSCO_X_ISCO,0.05,2020
AT,POL_RES,PC_TSCO_X_ISCO,0.05,2021
AT,POL_RES,PC_TSCO_X_ISCO,0.05,2022
AT,TRA,MIO_EUR,1356.89,1995
AT,TRA,MIO_EUR,1363.77,1996
AT,TRA,MIO_EUR,1332.55,1997
AT,TRA,MIO_EUR,1466.89,1998
AT,TRA,MIO_EUR,1536.48,1999
AT,TRA,MIO_EUR,1795.17,2000
AT,TRA,MIO_EUR,1959.85,2001
AT,TRA,MIO_EUR,2055.9,2002
AT,TRA,MIO_EUR,2131.48,2003
AT,TRA,MIO_EUR,2065.83,2004
AT,TRA,MIO_EUR,2156.33,2005
AT,TRA,MIO_EUR,2214.02,2006
AT,TRA,MIO_EUR,2200.89,2007
AT,TRA,MIO_EUR,2232.93,2008
AT,TRA,MIO_EUR,2254.43,2009
AT,TRA,MIO_EUR,2265.2,2010
AT,TRA,MIO_EUR,2437.4,2011
AT,TRA,MIO_EUR,2562.48,2012
AT,TRA,MIO_EUR,2558.87,2013
AT,TRA,MIO_EUR,2875.39,2014
AT,TRA,MIO_EUR,2908.2,2015
AT,TRA,MIO_EUR,3018.4,2016
AT,TRA,MIO_EUR,3218.67,2017
AT,TRA,MIO_EUR,3294.73,2018
AT,TRA,MIO_EUR,3403.79,2019
AT,TRA,MIO_EUR,3300.42,2020
AT,TRA,MIO_EUR,3379.02,2021
AT,TRA,MIO_EUR,3490.49,2022
AT,TRA,MIO_NAC,1299.9,1995
AT,TRA,MIO_NAC,1331.48,1996
AT,TRA,MIO_NAC,1338.72,1997
AT,TRA,MIO_NAC,1476.93,1998
AT,TRA,MIO_NAC,1536.48,1999
AT,TRA,MIO_NAC,1795.17,2000
AT,TRA,MIO_NAC,1959.85,2001
AT,TRA,MIO_NAC,2055.9,2002
AT,TRA,MIO_NAC,2131.48,2003
AT,TRA,MIO_NAC,2065.83,2004
AT,TRA,MIO_NAC,2156.33,2005
AT,TRA,MIO_NAC,2214.02,2006
AT,TRA,MIO_NAC,2200.89,2007
AT,TRA,MIO_NAC,2232.93,2008
AT,TRA,MIO_NAC,2254.43,2009
AT,TRA,MIO_NAC,2265.2,2010
AT,TRA,MIO_NAC,2437.4,2011
AT,TRA,MIO_NAC,2562.48,2012
AT,TRA,MIO_NAC,2558.87,2013
AT,TRA,MIO_NAC,2875.39,2014
AT,TRA,MIO_NAC,2908.2,2015
AT,TRA,MIO_NAC,3018.4,2016
AT,TRA,MIO_NAC,3218.67,2017
AT,TRA,MIO_NAC,3294.73,2018
AT,TRA,MIO_NAC,3403.79,2019
AT,TRA,MIO_NAC,3300.42,2020
AT,TRA,MIO_NAC,3379.02,2021
AT,TRA,MIO_NAC,3490.49,2022
AT,TRA,PC_GDP,0.74,1995
AT,TRA,PC_GDP,0.73,1996
AT,TRA,PC_GDP,0.71,1997
AT,TRA,PC_GDP,0.75,1998
AT,TRA,PC_GDP,0.75,1999
AT,TRA,PC_GDP,0.84,2000
AT,TRA,PC_GDP,0.89,2001
AT,TRA,PC_GDP,0.91,2002
AT,TRA,PC_GDP,0.92,2003
AT,TRA,PC_GDP,0.85,2004
AT,TRA,PC_GDP,0.85,2005
AT,TRA,PC_GDP,0.83,2006
AT,TRA,PC_GDP,0.78,2007
AT,TRA,PC_GDP,0.76,2008
AT,TRA,PC_GDP,0.78,2009
AT,TRA,PC_GDP,0.77,2010
AT,TRA,PC_GDP,0.79,2011
AT,TRA,PC_GDP,0.8,2012
AT,TRA,PC_GDP,0.79,2013
AT,TRA,PC_GDP,0.86,2014
AT,TRA,PC_GDP,0.84,2015
AT,TRA,PC_GDP,0.84,2016
AT,TRA,PC_GDP,0.87,2017
AT,TRA,PC_GDP,0.86,2018
AT,TRA,PC_GDP,0.86,2019
AT,TRA,PC_GDP,0.87,2020
AT,TRA,PC_GDP,0.83,2021
AT,TRA,PC_GDP,0.78,2022
AT,TRA,PC_TSCO,1.71,1995
AT,TRA,PC_TSCO,1.64,1996
AT,TRA,PC_TSCO,1.57,1997
AT,TRA,PC_TSCO,1.67,1998
AT,TRA,PC_TSCO,1.69,1999
AT,TRA,PC_TSCO,1.92,2000
AT,TRA,PC_TSCO,1.96,2001
AT,TRA,PC_TSCO,2.05,2002
AT,TRA,PC_TSCO,2.1,2003
AT,TRA,PC_TSCO,1.97,2004
AT,TRA,PC_TSCO,2.01,2005
AT,TRA,PC_TSCO,1.99,2006
AT,TRA,PC_TSCO,1.86,2007
AT,TRA,PC_TSCO,1.79,2008
AT,TRA,PC_TSCO,1.86,2009
AT,TRA,PC_TSCO,1.83,2010
AT,TRA,PC_TSCO,1.87,2011
AT,TRA,PC_TSCO,1.89,2012
AT,TRA,PC_TSCO,1.82,2013
AT,TRA,PC_TSCO,1.99,2014
AT,TRA,PC_TSCO,1.93,2015
AT,TRA,PC_TSCO,1.99,2016
AT,TRA,PC_TSCO,2.05,2017
AT,TRA,PC_TSCO,2,2018
AT,TRA,PC_TSCO,1.98,2019
AT,TRA,PC_TSCO,2.03,2020
AT,TRA,PC_TSCO,1.9,2021
AT,TRA,PC_TSCO,1.79,2022
AT,TRA,PC_TSCO_X_ISCO,1.77,1995
AT,TRA,PC_TSCO_X_ISCO,1.7,1996
AT,TRA,PC_TSCO_X_ISCO,1.62,1997
AT,TRA,PC_TSCO_X_ISCO,1.72,1998
AT,TRA,PC_TSCO_X_ISCO,1.74,1999
AT,TRA,PC_TSCO_X_ISCO,1.97,2000
AT,TRA,PC_TSCO_X_ISCO,2.02,2001
AT,TRA,PC_TSCO_X_ISCO,2.11,2002
AT,TRA,PC_TSCO_X_ISCO,2.16,2003
AT,TRA,PC_TSCO_X_ISCO,2.02,2004
AT,TRA,PC_TSCO_X_ISCO,2.06,2005
AT,TRA,PC_TSCO_X_ISCO,2.04,2006
AT,TRA,PC_TSCO_X_ISCO,1.9,2007
AT,TRA,PC_TSCO_X_ISCO,1.83,2008
AT,TRA,PC_TSCO_X_ISCO,1.9,2009
AT,TRA,PC_TSCO_X_ISCO,1.86,2010
AT,TRA,PC_TSCO_X_ISCO,1.91,2011
AT,TRA,PC_TSCO_X_ISCO,1.92,2012
AT,TRA,PC_TSCO_X_ISCO,1.85,2013
AT,TRA,PC_TSCO_X_ISCO,2.02,2014
AT,TRA,PC_TSCO_X_ISCO,1.95,2015
AT,TRA,PC_TSCO_X_ISCO,2.02,2016
AT,TRA,PC_TSCO_X_ISCO,2.08,2017
AT,TRA,PC_TSCO_X_ISCO,2.02,2018
AT,TRA,PC_TSCO_X_ISCO,2.01,2019
AT,TRA,PC_TSCO_X_ISCO,2.06,2020
AT,TRA,PC_TSCO_X_ISCO,1.92,2021
AT,TRA,PC_TSCO_X_ISCO,1.81,2022
BE,ENV,MIO_EUR,5303.99,1995
BE,ENV,MIO_EUR,5851.04,1996
BE,ENV,MIO_EUR,5945.31,1997
BE,ENV,MIO_EUR,5985.54,1998
BE,ENV,MIO_EUR,6283.8,1999
BE,ENV,MIO_EUR,6167,2000
BE,ENV,MIO_EUR,6320.6,2001
BE,ENV,MIO_EUR,6401.6,2002
BE,ENV,MIO_EUR,6796.2,2003
BE,ENV,MIO_EUR,7518.3,2004
BE,ENV,MIO_EUR,7855.7,2005
BE,ENV,MIO_EUR,7658.6,2006
BE,ENV,MIO_EUR,8023.2,2007
BE,ENV,MIO_EUR,8081.1,2008
BE,ENV,MIO_EUR,8178.1,2009
BE,ENV,MIO_EUR,8879,2010
BE,ENV,MIO_EUR,9668.4,2011
BE,ENV,MIO_EUR,9735,2012
BE,ENV,MIO_EUR,9905.5,2013
BE,ENV,MIO_EUR,10254.5,2014
BE,ENV,MIO_EUR,10618.1,2015
BE,ENV,MIO_EUR,11469,2016
BE,ENV,MIO_EUR,11996.9,2017
